"tech","HS.Code","Product.Process","Definition","HS.Code.Index","type","stage","filename","product"
"Wind","0000NA","Rotor; Motor","Hydraulic power engines and motors, linear acting ","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx",NA
"Wind","841229","Rotor; Motor","Hydraulic power engines and motors, other than linear acting ","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Engines; hydraulic power engines and motors, other than linear acting (cylinders)"
"Wind","850161","Nacelle; Motor","AC generators (alternators), output < 75 kVA","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Generators; AC generators, (alternators), other than photovoltaic generators, of an output not exceeding 75kVA"
"Wind","850162","Nacelle; Motor","AC generators (alternators), output 75kVA - 375kVA","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Electric generators; AC generators, (alternators), other than photovoltaic generators, of an output exceeding 75kVA but not exceeding 375kVA"
"Wind","850163","Nacelle; Motor","AC generators (alternators), output 375kVA -  750kVA","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Electric generators; AC generators, (alternators), other than photovoltaic generators, of an output exceeding 375kVA but not exceeding 750kVA"
"Wind","850164","Nacelle; Motor","AC generators (alternators), output > 750kVA","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Electric generators; AC generators, (alternators), other than photovoltaic generators, of an output exceeding 750kVA"
"Wind","850300","Permanent Magnets","Parts for electric motors and generators","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Downstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Electric motors and generators; parts suitable for use solely or principally with the machines of heading no. 8501 or 8502"
"Wind","844630","30 cm > Shuttle-less looms for weaving  fabric > 30 cm wide",NA,"84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Weaving machines (looms); for weaving fabrics of a width exceeding 30cm, shuttleless type"
"Wind","846221","numerically controlled machines that bend, fold, straighten, or flatten metal",NA,"84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx",NA
"Wind","85152120","automatic butt welding machinery","845430 -- Casting machines used in metallurgy or metal fo","84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx",NA
"Wind","842430","Steam or sand blasting machines",NA,"84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Mechanical appliances; steam or sand blasting machines and similar jet projecting machines"
"Wind","842420","spray guns and similar appliances",NA,"84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Spray guns and similar appliances"
"Wind","845430","Casting Machines",NA,"84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Casting machines; of a kind used in metallurgy or in metal foundries"
"Wind","841410","Vacuum Pumps",NA,"84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Pumps; vacuum"
"Wind","846039","machine tools used to deburr, sharpen, grind, hone, lap, polish, or otherwise finish metal or cermets",NA,"84 - 85: Machinery and mechanical appliances; electrical equipment","Process Equipment","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Machine-tools; sharpening (tool or cutter grinding) machines, other than numerically controlled"
"Wind","392590","Bearings; Cable trays, tracks, clamps, and supports to protect electrical items","Other plastic builders' ware","39 - 40: Plastics and rubber","Product Component","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Plastics; builders' ware, n.e.c. or included in heading no. 3925"
"Wind","401693","Bearings; Vulcanised rubber gaskets, washers, and seals (non-cellular)","Gaskets, washers and other seals of vulcanised rubber","39 - 40: Plastics and rubber","Product Component","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Rubber; vulcanised (other than hard rubber), gaskets, washers and other seals, of non-cellular rubber"
"Wind","732611","Bearings; Iron or steel grinding balls for mills"," Balls, iron/steel, forged/stamped for grinding mills","72 - 83: Base metals and articles of base metal","Product Component","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Iron or steel; grinding balls and similar articles for mills, forged or stamped, but not further worked"
"Wind","732690","Bearings; Iron or steel article for main bearing","Articles of iron or steel","72 - 83: Base metals and articles of base metal","Product Component","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Iron or steel; articles n.e.c. in heading 7326"
"Wind","847989","Rotor; Mechanical appliances with individual functions for rotor auxiliary"," Machines and mechanical appliances ","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Machines and mechanical appliances; having individual functions, n.e.c. or included in this chapter"
"Wind","848280","Bearings; Ball or roller bearings "," Bearings, ball or roller","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Bearings; n.e.c. in heading no. 8482, including combined ball/roller"
"Wind","732399","Nacelle; Small engineering components of iron or steel","Table/kitchen articles, parts, of iron or steel","72 - 83: Base metals and articles of base metal","Product Component","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Iron or steel; table, kitchen and other household articles and parts thereof, of iron or steel n.e.c. in heading no. 7323"
"Wind","830890","Nacelle; Engineering components (Base metal claps, buckles, and frames)","Clasps/buckles, etc for clothing, footwear, bags etc","72 - 83: Base metals and articles of base metal","Product Component","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Clasps, frames with clasps, buckles, buckle clasps; of base metal, of a kind used for clothing & accessories, footwear, jewellery, wrist-watches, books, awnings, leather goods, travel goods, saddlery etc, including parts"
"Wind","848220","Nacelle; Tapered roller bearings for gearbox","Bearings, tapered roller","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Bearings; tapered roller bearings, including cone and tapered roller assemblies"
"Wind","848230","Nacelle; Spherical roller bearings for gearbox"," Bearings, spherical roller","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Bearings; spherical roller bearings"
"Wind","848250","Nacelle; Cylindrical roller bearings for gearbox"," Bearings, cylindrical roller, nes","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Bearings; cylindrical roller bearings, including cage and roller assemblies n.e.c. in heading no. 8482"
"Wind","848299","Nacelle; Bearing parts excluding balls, needles and rollers","Bearing parts, nes","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Bearings; parts, (other than balls, needles and rollers)"
"Wind","848310","Nacelle; Transmission shafts (including cam shafts and crank shafts) and cranks","Transmission shafts (including cam shafts and crank shafts) and cranks","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Transmission shafts (including cam shafts and crank shafts) and cranks"
"Wind","848330","Nacelle; Bearing housing without ball or roller bearing and plain shaft bearing","Bearing housing without ball or roller bearing and plain shaft bearing","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Bearing housings, not incorporating ball or roller bearings and plain shaft bearings"
"Wind","848360","Nacelle; Clutches and shaft couplings for use with wind turbines"," Clutches, shaft couplings, universal joints","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Clutches and shaft couplings (including universal joints)"
"Wind","854370","Nacelle; Hardware for control system","Electrical machines and apparatus: having individual functions, not specified or included elsewhere ","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Electrical machines and apparatus; having individual functions, not specified or included elsewhere in this chapter, n.e.c. in heading no. 8543"
"Wind","870830","Nacelle; Brakes for the nacelle auxiliary system","Vehicle parts: Brakes, servo-brake and parts","86 - 89: Vehicles, aircraft, vessels, and associated transport equipment","Product Component","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Vehicle parts; brakes, servo-brakes and parts thereof"
"Wind","902580","Nacelle; Thermocouples in the control system","Hydrometer, pyrometer, hygrometer, alone or combined","90 - 92: Optical, photographic, medical instruments, clocks, etc.","Product Component","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Hydrometers and similar floating instruments, barometers, hygrometers, psychrometers, thermometers, pyrometers; recording or not, any combination of these instruments (excluding thermometers and barometers not combined with other instruments)"
"Wind","902680","Nacelle; Apparatus for measuring or checking liquid or gas variables"," Equipment to measure, check gas/liquid properties ","90 - 92: Optical, photographic, medical instruments, clocks, etc.","Product Component","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Instruments and apparatus; for measuring or checking variables of liquids or gases (excluding pressure or the flow and level of liquids and those of heading no. 9014, 9015, 9028 and 9032)"
"Wind","902830","Nacelle; Electricity supply or production meters, including calibrating meters ","Electricity supply or production meters, including calibrating meters ","90 - 92: Optical, photographic, medical instruments, clocks, etc.","Product Component","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Meters; electricity supply or production meters, including calibrating meters thereof"
"Wind","902920","Nacelle; Speed indicators and tachometers, stroboscopes","Speed indicators and tachometers, stroboscopes","90 - 92: Optical, photographic, medical instruments, clocks, etc.","Product Component","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Meters; speed indicators and tachometers; stroboscopes"
"Wind","320890","Nacelle; polymer based pain, varnish in non-aqueous medium ne","Antireflective coating for use on wind turbine","28 - 38: Chemical products","Product Component","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Paints and varnishes; based on polymers n.e.c. in heading no. 3208, dispersed or dissolved in a non-aqueous medium"
"Wind","730640","Tower; Stainless steel welded tubes, pipes, and hollow profiles of circular cross-section","Pipes and tubing, stainless steel, welded","72 - 83: Base metals and articles of base metal","Product Component","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Steel, stainless; tubes, pipes and hollow profiles, welded, of circular cross-section, n.e.c. in chapter 73"
"Wind","730791","Tower; Iron or non-stainless steel tube or pipe fittings, flanges","Iron or non-stainless steel tube or pipe fittings, flanges","72 - 83: Base metals and articles of base metal","Product Component","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Iron or steel; tube or pipe fittings, flanges, other than stainless steel"
"Wind","730799","Tower; Iron or non-stainless steel tube or pipe fittings, flanges","Iron or non-stainless steel tube or pipe fittings","72 - 83: Base metals and articles of base metal","Product Component","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Iron or steel; tube or pipe fittings, n.e.c. in item no. 7307.9, other than stainless steel"
"Wind","760429","Tower; Non-hollow aluminium alloys, bars, rods for cable core","Non-hollow aluminium alloys, bars, rods for cable core","72 - 83: Base metals and articles of base metal","Product Component","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Aluminium; alloys, bars, rods and profiles, other than hollow"
"Wind","848210","Tower; Ball bearings","Ball bearings","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Ball bearings"
"Wind","848240","Tower; Needle roller bearings ","Needle roller bearings ","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Bearings; needle roller bearings, including cage and needle roller assemblies"
"Wind","850431","Wind Substation: Onshore transformers, power ≤ 1 kVA","transformers, power ≤ 1 kVA","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Electrical transformers; n.e.c. in item no. 8504.2, having a power handling capacity not exceeding 1kVA"
"Wind","853650","Wind Substation: Electrical switches, voltage ≤ 1000V","Electrical switches, voltage ≤ 1000V","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Electrical apparatus; switches n.e.c. in heading no. 8536, for a voltage not exceeding 1000 volts"
"Wind","853670","Tower: Optical fiber connector","Optical fiber connector","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Connectors for optical fibres, optical fibre bundles or cables"
"Wind","854390","Wind substation: Parts of electrical goods ","Parts of electrical goods ","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Electrical machines and apparatus; parts of the electrical goods of heading no. 8543"
"Wind","854460","Wind substation: Insulated electric conductors, voltage > 1000V","Insulated electric conductors, voltage > 1000V","84 - 85: Machinery and mechanical appliances; electrical equipment","Product Component","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Insulated electric conductors; for a voltage exceeding 1000 volts"
"Wind","760110","Tower; Unwrought aluminium for use in tower","aluminum unwroung non-alloyed","72 - 83: Base metals and articles of base metal","Processed Material","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Aluminium; unwrought, (not alloyed)"
"Wind","300510","Rotor; Adhesive for use in rotor","Adhesive dressings","28 - 38: Chemical products","Processed Material","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Dressings, adhesive; and other articles having an adhesive layer, packed for retail sale for medical, surgical, dental or veterinary purposes"
"Wind","350691","Rotor; Adhesive for use in rotor","Adhesives of polymer or rubber","28 - 38: Chemical products","Processed Material","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Adhesives; prepared, based on polymers of heading 3901 to 3913 or on rubber"
"Wind","390791","Rotor; Materials for use in rotor","Unsaturated polyesters as structural composit materials","39 - 40: Plastics and rubber","Processed Material","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Polyesters; n.e.c. in heading no. 3907, unsaturated, in primary forms"
"Wind","681511","Rotor; Carbon Fibre for use in rotor","Carbon fiber for non-electrical use","68 - 70: Articles of stone, plaster, cement, glass, etc.","Processed Material","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Stone or other mineral substances not elsewhere specified or included; carbon fibres for non-electrical uses"
"Wind","681599","Rotor; Materials for use in rotor","Stone or other minerals","68 - 70: Articles of stone, plaster, cement, glass, etc.","Processed Material","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Stone articles and articles of other mineral substances; n.e.c. or included in heading no. 6815"
"Wind","820900","Rotor; Materials for use in rotor","Sintered metal or ceramic plates, sticks, and tips  ","72 - 83: Base metals and articles of base metal","Processed Material","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Tools; plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets"
"Wind","854411","Nacelle; Copper Wire for use in nacelle","Copper winding wire with insulation","84 - 85: Machinery and mechanical appliances; electrical equipment","Processed Material","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Insulated electric conductors; winding wire, of copper"
"Wind","290949","Tower; Industrial alchohols for use in tower","Damping liquid of ether-alcohols and their derivaties","28 - 38: Chemical products","Processed Material","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives; n.e.c. in item no. 2909.4"
"Wind","390110","Tower; Ethylene polymers for use in tower cable cores","Ethylene polymers for cable core","39 - 40: Plastics and rubber","Processed Material","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Ethylene polymers; in primary forms, polyethylene having a specific gravity of less than 0.94"
"Wind","390210","Tower; Polypropylene for use in tower cable outer casing","Polypropylene for cable outer","39 - 40: Plastics and rubber","Processed Material","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Propylene, other olefin polymers; polypropylene in primary forms"
"Wind","391721","Joints in wind turbine","Field rigid joints of polymers of ethylene","39 - 40: Plastics and rubber","Processed Material","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Plastics; tubes, pipes and hoses thereof, rigid, of polymers of ethylene"
"Wind","391722","Joints in wind turbine","Field rigid joints of polymers of propylene","39 - 40: Plastics and rubber","Processed Material","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Plastics; tubes, pipes and hoses thereof, rigid, of polymers of propylene"
"Wind","391723","Joints in wind turbine","Field rigid joints of polymers of vinyl chloride","39 - 40: Plastics and rubber","Processed Material","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Plastics; tubes, pipes and hoses thereof, rigid, of polymers of vinyl chloride"
"Wind","391729","Joints in wind turbine","Other field rigit joints","39 - 40: Plastics and rubber","Processed Material","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Plastics; tubes, pipes and hoses thereof, rigid, of plastics n.e.c. in heading no. 3917"
"Wind","391732","Joints in wind turbine","Factory flexible joints of plastic","39 - 40: Plastics and rubber","Processed Material","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Plastics; tubes, pipes and hoses thereof, other than those of item no. 3917.31, not reinforced or otherwise combined with other materials, without fittings"
"Wind","392330","Miscellaneous wind turbine","Liquid container","39 - 40: Plastics and rubber","Processed Material","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Plastics; carboys, bottles, flasks and similar articles, for the conveyance or packing of goods"
"Wind","392690","Tower; Plastic articles for cable core in tower","Plastics articles for cable core","39 - 40: Plastics and rubber","Processed Material","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Plastics; other articles n.e.c. in chapter 39"
"Wind","401699","Tower: Vulcanised rubber articles for cable assessory & joints","Vulcanised rubber articles for cable assessory & joints","39 - 40: Plastics and rubber","Processed Material","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Rubber; vulcanised (other than hard rubber), articles n.e.c. in heading no. 4016, of non-cellular rubber"
"Wind","730110","Tower; Sheets iron & steel","Sheet piles of Iron or steel","72 - 83: Base metals and articles of base metal","Processed Material","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Iron or steel; sheet piling, whether or not drilled, punched or made from assembled elements"
"Wind","392590","Tower; Cable trays, tracks, clamps, and supports to protect electrical items","Other plastic builders' ware","39 - 40: Plastics and rubber","Processed Material","Midstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Plastics; builders' ware, n.e.c. or included in heading no. 3925"
"Wind","790111","Zinc (refined) 99% pure","Zinc ores and concentrates","72 - 83: Base metals and articles of base metal","Raw Material","Upstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Zinc; unwrought, (not alloyed), containing by weight 99.99% or more of zinc"
"Wind","260300","Copper","Copper ores and concentrates","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Copper ores and concentrates"
"Wind","260600","Aluminum","Aluminium ores and concentrates","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Aluminium ores and concentrates"
"Wind","260800","Zinc","Zinc ores and concentrates","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Zinc ores and concentrates"
"Wind","261000","Chormium","Chromium ores and concentrates","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Chromium ores and concentrates"
"Wind","260200","Manganese","Manganese Ores and Concentrates","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Manganese ores and concentrates, including ferruginous manganese ores and concentrates with a manganese content of 20% or more, calculated on the dry weight"
"Wind","261390","Molybdenum","261390 -- Molybdenum ores and concentrates (excl. roasted","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Molybdenum ores and concentrates; other than roasted"
"Wind","260400","Nickel","Nickel Ores and Concentrates","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Nickel ores and concentrates"
"Wind","261400","Titanium","Titanium Ores and concentrates","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Titanium ores and concentrates"
"Wind","002846","Rare Earths","Compounds of rare-earth metals","25 - 27: Mineral products","Raw Material","Upstream","Industrial_Base/Wind/Wind Capital Goods Supplychain.xlsx","Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals"
